,AGE,CUS_Month_Income,YEARS_WITH_US,# total debit transactions for S1,# total debit transactions for S2,# total debit transactions for S3,total debit amount for S1,total debit amount for S2,total debit amount for S3,# total credit transactions for S1,# total credit transactions for S2,# total credit transactions for S3,total credit amount for S1,total credit amount for S2,total credit amount for S3,total debit amount,total debit transactions,total credit amount,total credit transactions,total transactions,CUS_Target,CUS_Gender_MALE,CUS_Marital_Status_DIVORCE,CUS_Marital_Status_MARRIED,CUS_Marital_Status_OTHER,CUS_Marital_Status_PARTNER,CUS_Marital_Status_SINGLE,CUS_Marital_Status_WIDOWED,TAR_Desc_EXECUTIVE,TAR_Desc_LOW,TAR_Desc_MIDLE,TAR_Desc_PLATINUM,Status_ACTIVE
602,58,5000000.0,14,33,30,34,98867.02,77350.0,94833.32,7,6,7,90690.22,74675.48,96900.64,271050.34,97,262266.34,20,117,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
603,62,2023719.0,14,1,2,7,693.6,1500.0,11149.7,0,0,0,0.0,0.0,0.0,13343.3,10,0.0,0,10,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
604,39,1500.0,14,16,0,0,20365.0,0.0,0.0,1,0,0,20000.0,0.0,0.0,20365.0,16,20000.0,1,17,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
605,40,22000.0,14,27,42,13,24139.12,52691.16,44900.0,10,10,4,47880.0,55760.0,38300.0,121730.28,82,141940.0,24,106,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
606,41,500000.0,14,164,242,125,3925244.63,392334.37,108044.12,37,8,27,100700.0,83400.0,58300.0,4425623.12,531,242400.0,72,603,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
607,43,4000000.0,14,6,4,0,1200.0,800.0,0.0,0,0,0,0.0,0.0,0.0,2000.0,10,0.0,0,10,2212,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
608,57,1000000.0,14,34,45,71,69221.5,92076.5,145193.5,6,7,5,94186.56,122076.67,125105.55,306491.5,150,341368.78,18,168,2223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
609,54,5000.0,14,80,65,108,336438.56,279072.89,448199.88,0,12,23,0.0,285205.08,457381.5,1063711.33,253,742586.58,35,288,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
610,34,500000.0,14,67,199,55,554905.59,1361879.79,141765.38,5,10,5,556600.0,1219705.6,157460.0,2058550.76,321,1933765.6,20,341,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
611,46,2100000.0,14,29,27,38,114039.02,186567.24,133493.16,6,7,6,131765.36,455055.82,81788.18,434099.42,94,668609.36,19,113,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
612,22,1000000.0,14,2,3,0,10000.0,9000.0,0.0,0,0,0,0.0,0.0,0.0,19000.0,5,0.0,0,5,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
613,40,3000000.0,14,53,51,62,116251.32,65289.65,56132.74,6,6,6,65610.27,85843.19,68510.11,237673.71,166,219963.57,18,184,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
614,52,17000000.0,14,41,53,76,167590.01,137135.86,320545.44,2,3,3,162000.0,13166.09,60006.14,625271.31,170,235172.23,8,178,2223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
615,47,1000000.0,14,3,0,0,225.0,0.0,0.0,0,0,0,0.0,0.0,0.0,225.0,3,0.0,0,3,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
616,39,13000.0,14,13,22,56,15636.67,90638.36,124457.45,1,0,2,4000.0,0.0,13750.0,230732.48,91,17750.0,3,94,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
617,59,2000000.0,14,11,0,20,31110.69,0.0,93000.0,0,0,0,0.0,0.0,0.0,124110.69,31,0.0,0,31,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
618,35,1000.0,14,48,2,0,84798.47,2500.0,0.0,4,0,1,9890.0,0.0,100.0,87298.47,50,9990.0,5,55,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
619,49,2556.0,14,72,59,58,241879.15,125735.25,125753.78,6,9,6,128693.5,177832.92,141925.0,493368.18,189,448451.42,21,210,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
620,34,200000.0,14,89,84,98,572964.85,286674.24,540129.87,12,20,17,252280.0,390517.25,441398.74,1399768.96,271,1084195.99,49,320,2222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
621,41,3500000.0,14,70,76,84,287500.0,313400.0,477600.0,18,21,17,231959.73,298615.17,454175.17,1078500.0,230,984750.07,56,286,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
622,62,2098000.0,14,32,40,47,17500.0,27000.0,47449.7,0,0,0,0.0,0.0,0.0,91949.7,119,0.0,0,119,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
623,35,1000000.0,14,12,9,5,174036.21,27880.0,27894.85,4,2,0,174264.0,28008.1,0.0,229811.06,26,202272.1,6,32,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
624,45,7116635.0,25,20,69,38,147944.0,446304.37,258494.5,1,14,11,190000.0,401704.04,227419.59,852742.87,127,819123.63,26,153,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
625,41,10000000.0,14,110,144,155,264292.53,301875.91,530365.69,13,14,16,249657.58,332834.58,358483.78,1096534.13,409,940975.94,43,452,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
626,23,100000.0,14,82,40,51,266649.74,209991.17,212218.75,6,9,25,44520.0,65250.0,122900.0,688859.66,173,232670.0,40,213,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
627,34,2000000.0,14,16,17,0,16890.0,8880.0,0.0,0,0,0,0.0,0.0,0.0,25770.0,33,0.0,0,33,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
628,63,500000.0,14,61,74,66,135960.11,136565.2,116452.64,12,14,12,264841.39,335176.08,296554.14,388977.95,201,896571.61,38,239,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
629,56,10000000.0,14,22,27,28,82066.47,95516.0,87702.46,5,6,5,88278.8,96842.36,75567.92,265284.93,77,260689.08,16,93,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
630,33,1500000.0,14,0,0,62,0.0,0.0,108159.27,0,0,8,0.0,0.0,153795.44,108159.27,62,153795.44,8,70,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
631,49,2400.0,14,0,0,17,0.0,0.0,41998.0,0,0,2,0.0,0.0,41847.04,41998.0,17,41847.04,2,19,2223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
632,49,1000000.0,14,8,64,114,64905.97,233148.12,371519.55,0,4,6,0.0,167602.56,443360.0,669573.64,186,610962.56,10,196,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
633,40,4000000.0,14,60,20,16,167868.54,72480.0,34971.0,6,1,4,160500.0,8000.0,24000.0,275319.54,96,192500.0,11,107,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
634,63,209.0,14,20,13,12,15093.6,11400.0,14749.7,7,7,8,12222.0,11261.7,14837.1,41243.3,45,38320.8,22,67,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
635,45,4000000.0,14,21,32,2,37966.5,102954.0,900.0,4,0,0,44000.0,0.0,0.0,141820.5,55,44000.0,4,59,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
636,65,1000000.0,14,25,43,32,47432.0,52950.4,51447.85,6,7,6,45220.84,56993.07,47363.8,151830.25,100,149577.71,19,119,2223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
637,52,8000.0,25,372,283,478,3003717.27,4064456.34,5426928.78,20,19,30,4543008.72,5757393.8,5765052.96,12495102.39,1133,16065455.48,69,1202,2211,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
638,43,17000.0,14,18,0,1,51222.02,0.0,749.7,3,0,0,53600.0,0.0,0.0,51971.72,19,53600.0,3,22,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
639,41,5000.0,14,68,38,54,136770.78,75093.15,114693.02,14,12,10,110383.75,52004.99,69952.54,326556.95,160,232341.28,36,196,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
640,48,15000000.0,14,366,337,553,5089974.13,5014116.91,7696069.47,33,37,43,6050687.63,4239842.54,7816910.62,17800160.51,1256,18107440.79,113,1369,2211,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
641,77,12500000.0,14,11,15,10,55882.63,149379.32,84312.1,0,3,1,0.0,275374.6,69590.0,289574.05,36,344964.6,4,40,2223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
642,54,3000000.0,14,1,1,0,600.0,1000.0,0.0,0,0,0,0.0,0.0,0.0,1600.0,2,0.0,0,2,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
643,44,1000000.0,14,50,46,37,190910.03,105183.84,137327.33,5,10,20,91000.0,223064.58,298511.1,433421.2,133,612575.68,35,168,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
644,24,1500.0,14,0,0,29,0.0,0.0,744031.02,0,0,6,0.0,0.0,2778295.07,744031.02,29,2778295.07,6,35,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
645,46,3000.0,14,29,29,54,45258.51,53551.72,91120.87,1,4,13,7000.0,31000.0,377500.0,189931.1,112,415500.0,18,130,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
646,67,10000000.0,14,13,18,7,224258.44,537995.18,47370.0,1,5,1,159470.0,797350.0,159400.0,809623.62,38,1116220.0,7,45,2212,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
647,58,10000000.0,11,15,1,0,125005.3,693.6,0.0,0,0,0,0.0,0.0,0.0,125698.9,16,0.0,0,16,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
648,42,2000.0,14,38,63,68,89093.52,190261.01,174827.3,3,21,38,18000.0,86580.0,175080.0,454181.83,169,279660.0,62,231,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
649,40,10000000.0,14,241,179,331,1075437.65,1018936.45,3085921.36,102,73,88,1004600.0,1014250.0,2240150.0,5180295.46,751,4259000.0,263,1014,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
650,34,2000000.0,14,18,31,62,9919.71,883300.0,234750.64,0,4,4,0.0,870000.0,254125.02,1127970.35,111,1124125.02,8,119,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
651,53,15000000.0,4,317,136,128,881861.78,415884.86,641002.37,1,6,3,50000.0,152000.0,322720.68,1938749.01,581,524720.68,10,591,2222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
652,53,10000000.0,1,5,0,12,73678.94,0.0,240027.97,0,0,0,0.0,0.0,0.0,313706.91,17,0.0,0,17,2211,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
653,55,2000.0,14,0,3,0,0.0,4100.0,0.0,0,0,0,0.0,0.0,0.0,4100.0,3,0.0,0,3,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
654,36,500000.0,14,120,129,123,188789.08,195351.53,174003.94,6,7,6,176712.0,206261.2,185810.4,558144.55,372,568783.6,19,391,2222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
655,33,1000.0,14,1,0,38,693.6,0.0,73097.09,0,1,3,0.0,50000.0,18984.0,73790.69,39,68984.0,4,43,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
656,35,750000.0,14,212,208,177,566614.27,644271.38,887498.05,32,29,23,640951.0,732694.39,743081.21,2098383.7,597,2116726.6,84,681,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
657,44,9759.96,23,513,457,615,1375982.27,1748735.31,1842391.15,54,31,52,1595484.5,1834165.06,1583139.28,4967108.73,1585,5012788.84,137,1722,2231,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
658,71,30000.0,14,3,6,21,23471.24,130959.02,130925.82,8,7,18,223285.14,85499.33,79354.74,285356.08,30,388139.21,33,63,2222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
659,39,1800000.0,14,41,8,1,140841.01,18058.47,1500.0,4,2,0,125212.48,10000.0,0.0,160399.48,50,135212.48,6,56,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
660,68,3750000.0,14,3,0,0,10000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,10000.0,3,0.0,0,3,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
661,67,4500000.0,14,49,26,48,68636.55,78732.0,128126.0,0,3,20,0.0,19000.0,129600.0,275494.55,123,148600.0,23,146,2223,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
662,46,2850000.0,14,19,20,5,33100.0,18534.04,2900.0,0,0,0,0.0,0.0,0.0,54534.04,44,0.0,0,44,2222,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
663,42,1000000.0,14,106,43,102,462300.06,156909.02,303649.69,9,6,12,282000.0,150000.0,456065.71,922858.77,251,888065.71,27,278,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
664,39,3000000.0,14,15,0,0,24936.76,0.0,0.0,1,0,0,25000.0,0.0,0.0,24936.76,15,25000.0,1,16,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
665,30,1500000.0,14,221,292,190,1005188.02,1425182.13,1134963.34,9,22,10,997283.04,1237638.16,1196635.41,3565333.49,703,3431556.61,41,744,2212,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
666,34,1000.0,14,27,31,39,54388.0,84285.0,73759.04,9,8,10,56660.42,66855.0,73688.0,212432.04,97,197203.42,27,124,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
667,59,1350000.0,14,15,12,16,48593.6,46400.0,54649.7,7,6,8,48630.7,46413.27,54715.42,149643.3,43,149759.39,21,64,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
668,45,5000000.0,14,181,242,164,286122.66,1432392.74,185056.19,19,45,28,1022898.24,2238543.05,1027102.06,1903571.59,587,4288543.35,92,679,2222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
669,41,2346.9,14,11,1,0,105619.43,817.02,0.0,2,0,0,49244.43,0.0,0.0,106436.45,12,49244.43,2,14,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
670,44,5000000.0,14,142,225,185,1589737.75,2029379.73,4444819.27,11,13,22,2088502.0,1866737.96,4035872.65,8063936.75,552,7991112.61,46,598,2211,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
671,43,8000.0,14,33,11,12,32691.41,9973.0,11908.5,0,2,0,0.0,14000.0,0.0,54572.91,56,14000.0,2,58,2222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
672,40,200.0,14,12,0,8,1733.5,0.0,236699.67,0,0,8,0.0,0.0,488801.22,238433.17,20,488801.22,8,28,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
673,42,4000000.0,14,352,344,361,2046382.28,2320658.35,2948832.31,46,56,59,1927415.5,2322540.8,3016594.23,7315872.94,1057,7266550.53,161,1218,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
674,33,500000.0,14,1,0,1,817.02,0.0,883.32,0,0,0,0.0,0.0,0.0,1700.34,2,0.0,0,2,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
675,52,2000000.0,14,18,9,12,22321.72,11268.12,27361.7,5,5,12,37734.91,16613.14,32585.4,60951.54,39,86933.45,22,61,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
676,53,22615005.0,14,0,0,1,0.0,0.0,447.78,1,1,3,3116.88,2909.88,9090.68,447.78,1,15117.44,5,6,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
677,57,1500000.0,14,25,54,46,109250.0,212020.0,199300.3,0,0,0,0.0,0.0,0.0,520570.3,125,0.0,0,125,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
678,41,700.0,14,6,16,31,6360.78,19906.0,51668.27,3,0,2,6400.0,0.0,1800.0,77935.05,53,8200.0,5,58,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
679,39,200.0,14,74,61,0,258115.01,743747.84,0.0,0,2,0,0.0,23350.0,0.0,1001862.85,135,23350.0,2,137,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
680,40,200.0,14,38,53,50,85513.96,125766.97,95582.32,12,14,6,99128.77,150391.0,99456.17,306863.25,141,348975.94,32,173,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
681,52,2000.0,14,0,0,1,0.0,0.0,19.5,0,0,0,0.0,0.0,0.0,19.5,1,0.0,0,1,2223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
682,64,5000000.0,14,6,7,8,1500.0,1519.5,6879.35,6,7,19,35866.02,41843.69,42314.97,9898.85,21,120024.68,32,53,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
683,44,25000000.0,14,12,20,17,13538.3,26733.85,34200.25,0,1,0,0.0,26000.0,0.0,74472.4,49,26000.0,1,50,2212,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
684,38,2098000.0,14,53,52,60,91604.5,319711.82,273418.83,6,9,17,212882.85,223517.04,326534.98,684735.15,165,762934.87,32,197,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
685,38,7000000.0,14,1,0,0,100.0,0.0,0.0,1,0,0,100.0,0.0,0.0,100.0,1,100.0,1,2,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
686,51,4500000.0,14,57,61,53,177000.0,183615.3,164565.55,8,9,7,177416.68,187297.14,210128.33,525180.85,171,574842.15,24,195,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
687,48,3750000.0,14,40,48,33,50302.37,72102.31,52603.27,13,21,12,57657.88,78986.72,59854.68,175007.95,121,196499.28,46,167,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
688,52,5000.0,14,11,11,13,12100.0,12100.0,14300.0,11,11,13,12100.0,12100.0,14300.0,38500.0,35,38500.0,35,70,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
689,52,4000000.0,2,2,1,4,400.0,693.6,10000.0,0,0,0,0.0,0.0,0.0,11093.6,7,0.0,0,7,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
690,48,2750000.0,14,47,60,62,55581.0,77861.0,82453.75,6,7,6,53707.92,86646.88,78441.15,215895.75,169,218795.95,19,188,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
691,40,5000.0,14,5,3,0,1158.98,1500.0,0.0,0,0,0,0.0,0.0,0.0,2658.98,8,0.0,0,8,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
692,45,1000.0,14,16,32,24,33436.0,80576.0,50091.0,0,0,0,0.0,0.0,0.0,164103.0,72,0.0,0,72,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
693,63,10000.0,14,25,6,25,71598.06,80752.6,44661.58,0,7,0,0.0,37110.5,0.0,197012.24,56,37110.5,7,63,2222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
694,35,250000.0,14,39,58,30,46213.4,108169.0,56773.0,5,1,4,19940.0,1150.0,12650.0,211155.4,127,33740.0,10,137,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
695,60,2250.0,14,19,17,0,11317.02,5200.0,0.0,0,2,0,0.0,1600.0,0.0,16517.02,36,1600.0,2,38,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
696,52,2500000.0,14,20,17,25,48223.6,50490.0,59049.7,7,6,8,48313.45,50564.48,64434.76,157763.3,62,163312.69,21,83,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
697,53,2000000.0,14,21,15,17,44000.0,40600.0,46100.0,7,6,7,44156.0,40683.0,46361.0,130700.0,53,131200.0,20,73,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
698,39,2450.0,14,0,0,0,0.0,0.0,0.0,0,0,1,0.0,0.0,50.0,0.0,0,50.0,1,1,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
699,48,2250.0,14,20,0,0,24143.6,0.0,0.0,11,0,0,24100.0,0.0,0.0,24143.6,20,24100.0,11,31,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
700,46,60000.0,14,244,307,108,2364691.64,6644873.07,633743.38,10,13,9,1405651.85,6662156.32,487699.29,9643308.09,659,8555507.46,32,691,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
701,47,500000.0,14,7,0,9,18702.6,0.0,23999.7,1,1,1,3073.77,8500.0,6000.0,42702.3,16,17573.77,3,19,2223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
702,50,180000.0,9,3,0,0,7693.6,0.0,0.0,0,0,0,0.0,0.0,0.0,7693.6,3,0.0,0,3,2223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
703,42,1000000.0,14,81,81,64,116071.9,133611.58,106388.64,6,7,6,419091.86,603911.18,371686.06,356072.12,226,1394689.1,19,245,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
704,37,4000000.0,14,7,1,0,1789.0,221.31,0.0,3,0,0,2150.0,0.0,0.0,2010.31,8,2150.0,3,11,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
705,61,600.0,14,127,130,118,453729.86,492766.74,459559.24,13,12,11,500456.13,578561.67,607211.05,1406055.84,375,1686228.85,36,411,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
706,36,5000000.0,14,2,20,16,2630.0,113648.28,74725.31,5,7,11,360592.5,471045.0,599685.5,191003.59,38,1431323.0,23,61,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
707,43,15000000.0,14,78,53,31,735900.48,658843.88,515320.11,9,5,5,1154825.35,175596.09,616976.75,1910064.47,162,1947398.19,19,181,2212,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
708,37,500000.0,14,61,70,50,146825.71,176130.0,133457.07,0,0,0,0.0,0.0,0.0,456412.78,181,0.0,0,181,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
709,38,1000000.0,14,24,27,27,35019.18,34451.0,35376.89,1,2,5,10000.0,5000.0,70800.0,104847.07,78,85800.0,8,86,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
710,45,8870.0,14,135,52,45,467186.99,143580.9,80150.98,10,5,15,804323.67,85864.72,50200.0,690918.87,232,940388.39,30,262,2222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
711,38,2000000.0,14,163,226,387,3250197.31,1891968.23,3307969.76,31,18,27,2820411.43,1819524.81,3045926.84,8450135.3,776,7685863.08,76,852,2236,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
712,42,5000000.0,14,419,265,368,2222750.93,985964.72,1987321.38,18,27,21,2225156.47,1438137.14,1945455.94,5196037.03,1052,5608749.55,66,1118,2212,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
713,55,1500000.0,14,13,7,1,46793.6,26000.0,749.7,8,7,4,21000.0,17500.0,13500.0,73543.3,21,52000.0,19,40,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
714,40,1000.0,14,22,22,10,1245395.3,60116.76,3115152.19,16,11,6,3307218.12,3016910.56,2384958.15,4420664.25,54,8709086.83,33,87,2211,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
